Date,Description,Amount,Currency,Balance,Direction,XeroAccountCode,XeroAccountName,NeedsReview,ReviewNote,SourceFile,RuleVersion,PersonalIncomeCategory
2022-02-23,Card transaction of 62.51 EUR issued by Shell 8937 Ziesar,-62.51,EUR,549.27,outgoing,449,Motor Vehicle Expenses,no,temporary fuel bucket per Morgan; confirm with accountant,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v16-2026-02-18,
2022-02-23,Converted 962.76 AUD to 611.78 EUR,611.78,EUR,611.78,incoming,850,Suspense,no,Currency conversion,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-02-23,Received money from MORGAN SCHOERMER with reference,1200.00,AUD,1200.00,incoming,881,Owner A Funds Introduced,no,Owner funds in,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v2-2026-02-18,owner_transfer
2022-02-23,Converted 898.00 AUD to 572.56 EUR,-898.00,AUD,0.00,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-02-23,Received money from MORGAN SCHOERMER with reference,898.00,AUD,898.00,incoming,881,Owner A Funds Introduced,no,Owner funds in,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v2-2026-02-18,owner_transfer
2022-02-23,Converted 962.76 AUD to 611.78 EUR,-962.76,AUD,0.00,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-02-24,Card transaction of 700.00 EUR issued by Spk Vest Recklinghause | MECKINGH.,-713.21,EUR,53.66,outgoing,880,Owner A Drawings,no,ATM withdrawal → Owner Drawings,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v9-2026-02-19,
2022-02-24,"Converted 1,200.00 AUD to 764.14 EUR",764.14,EUR,766.87,incoming,850,Suspense,no,Currency conversion,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-02-24,"Converted 1,200.00 AUD to 764.14 EUR",-1200.00,AUD,0.00,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-02-28,Card transaction of 3.32 EUR issued by Bio Company Se BERLIN,-3.32,EUR,5.84,outgoing,494,Travel - International,no,mapped per Morgan rule: remaining Berlin transactions,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v13-2026-02-18,
2022-02-28,Card transaction of 24.90 EUR issued by Uzr*Easyapotheke Kottb Berlin,-24.90,EUR,9.16,outgoing,494,Travel - International,no,mapped per Morgan rule: remaining Berlin transactions,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v13-2026-02-18,
2022-02-28,Card transaction of 19.60 EUR issued by Bauhaus 814 BERLIN,-19.60,EUR,34.06,outgoing,494,Travel - International,no,mapped per Morgan rule: remaining Berlin transactions,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v13-2026-02-18,
2022-03-01,Card transaction of 30.00 EUR issued by Jysk Se Berlin,-30.00,EUR,284.18,outgoing,494,Travel - International,no,mapped per Morgan rule: remaining Berlin transactions,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v13-2026-02-18,
2022-03-01,Converted 480.00 AUD to 308.34 EUR,308.34,EUR,314.18,incoming,850,Suspense,no,Currency conversion,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-03-01,Converted 480.00 AUD to 308.34 EUR,-480.00,AUD,0.00,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2022-03-01,Received money from MORGAN SCHOERMER with reference,480.00,AUD,480.00,incoming,881,Owner A Funds Introduced,no,Owner funds in,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v2-2026-02-18,owner_transfer
2022-03-02,Card transaction of -54.00 EUR issued by Bauhaus 814 BERLIN,54.00,EUR,57.28,incoming,494,Travel - International,no,Card refund/reversal matched to Travel - International,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v13-2026-02-18,
2022-03-02,Card transaction of 280.00 EUR issued by *Deutsche Bank Ag B-HERM-PL,-280.90,EUR,3.28,outgoing,880,Owner A Drawings,no,ATM withdrawal → Owner Drawings,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v9-2026-02-19,
2022-03-03,Converted 305.05 AUD to 200.00 EUR,200.00,EUR,257.28,incoming,850,Suspense,no,Currency conversion,statement_16107242_EUR_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
